species,lon,lat
Cereus_jamacaru,-35.6288986206055,-6.54333019256592
Cereus_jamacaru,-40.5008010864258,-9.39861011505127
Cereus_jamacaru,-40.7742004394531,-5.53444004058838
Cereus_jamacaru,-36.0611000061035,-7.07667016983032
Cereus_jamacaru,-38.5553016662598,-6.89027976989746
Cereus_jamacaru,-35.4900016784668,-6.85472011566162
Cereus_jamacaru,-40.3652992248535,-14.5297002792358
Cereus_jamacaru,-44.1721992492676,-17.7574996948242
Cereus_jamacaru,-43.814998626709,-17.1077995300293
Cereus_jamacaru,-39.9094009399414,-8.99028015136719
Cereus_jamacaru,-41.5032997131348,-16.5617008209229
Cereus_jamacaru,-43.0283012390137,-15.7433004379272
Cereus_jamacaru,-39.0153007507324,-4.97138977050781
Cereus_jamacaru,-48.5071983337402,-16.0821990966797
Cereus_jamacaru,-39.649108,-9.845822
Cereus_jamacaru,-47.217611,-13.593194
Cereus_jamacaru,-47.896833,-19.804667
Cereus_jamacaru,-44.280178,-10.079581
Cereus_jamacaru,-43.908611,-10.778056
Cereus_jamacaru,-41.597222,-13.689722
Cereus_jamacaru,-44.460017,-5.220006
Cereus_jamacaru,-44.640833,-10.799722
Cereus_jamacaru,-43.559722,-10.8
Cereus_jamacaru,-44.819722,-11.879722
Cereus_jamacaru,-43.50795,-18.1448
Cereus_jamacaru,-38.77,-11.86
Cereus_jamacaru,-48.6,-15.57
Cereus_jamacaru,-52.2064018249512,-3.20333003997803
Cereus_jamacaru,-41.8558,-11.3042
Cereus_jamacaru,-38.4808006286621,-10.0749998092651
Cereus_jamacaru,-36.6610984802246,-9.7524995803833
Cereus_jamacaru,-38.522778,-6.043889
Cereus_jamacaru,-39.143889,-7.222222
Cereus_jamacaru,-38.977778,-6.7425
Cereus_jamacaru,-38.816667,-3.566667
Cereus_jamacaru,-40.182361,-6.671639
Cereus_jamacaru,-39.059997,-3.600003
Cereus_jamacaru,-40.070711,-5.411836
Cereus_jamacaru,-37.275139,-7.059806
Cereus_jamacaru,-39.999722,-4.071389
Cereus_jamacaru,-38.3911018371582,-3.90139007568359
Cereus_jamacaru,-39.3116989135742,-4.35889005661011
Cereus_jamacaru,-39.1925010681152,-4.23222017288208
Cereus_jamacaru,-38.6530990600586,-3.73610997200012
Cereus_jamacaru,-39.4543991088867,-4.05278015136719
Cereus_jamacaru,-40.8894004821777,-3.92333006858826
Cereus_jamacaru,-37.3553009033203,-4.71305990219116
Cereus_jamacaru,-38.621898651123,-5.89056015014648
Cereus_jamacaru,-39.2703018188477,-3.79277992248535
Cereus_jamacaru,-40.1567001342773,-4.33194017410278
Cereus_jamacaru,-38.9682998657227,-3.6072199344635
Cereus_jamacaru,-40.3497009277344,-3.68611001968384
Cereus_jamacaru,-39.5806007385254,-3.98888993263245
Cereus_jamacaru,-40.9211006164551,-3.85443997383118
Cereus_jamacaru,-36.1281,-5.35639
Cereus_jamacaru,-39.2986,-6.35944
Cereus_jamacaru,-35.216667,-5.8
Cereus_jamacaru,-37.344444,-5.191944
Cereus_jamacaru,-44.45,-18.333333
Cereus_jamacaru,-41.5,-12.383333
Cereus_jamacaru,-41.573611,-12.924167
Cereus_jamacaru,-43.333333,-18.1
Cereus_jamacaru,-43.379167,-18.130556
Cereus_jamacaru,-41.548333,-12.996944
Cereus_jamacaru,-44.333333,-15.833333
Cereus_jamacaru,-43.55,-18.033333
Cereus_jamacaru,-41.95,-15.883333
Cereus_jamacaru,-41.666667,-14.133333
Cereus_jamacaru,-45.5393981933594,-20.2819004058838
Cereus_jamacaru,-41.2971992492676,-16.0053005218506
Cereus_jamacaru,-39.6,-10.966667
Cereus_jamacaru,-42.650278,-12.974722
Cereus_jamacaru,-44.32,-13.586111
Cereus_jamacaru,-41.193889,-11.438333
Cereus_jamacaru,-40,-9.6425
Cereus_jamacaru,-40.407778,-11.013611
Cereus_jamacaru,-42.946944,-9.055
Cereus_jamacaru,-39.470278,-9.419722
Cereus_jamacaru,-39.183333,-11.5
Cereus_jamacaru,-39.745833,-12.716111
Cereus_jamacaru,-35.897222,-5.714167
Cereus_jamacaru,-38.875278,-11.711667
Cereus_jamacaru,-38.968056,-12.196111
Cereus_jamacaru,-38.384167,-7.968056
Cereus_jamacaru,-36.406111,-8.81
Cereus_jamacaru,-40.928333,-5.146667
Cereus_jamacaru,-39.85,-12.883333
Cereus_jamacaru,-41.438889,-11.011944
Cereus_jamacaru,-42.529722,-14.225
Cereus_jamacaru,-38.809444,-10.950556
Cereus_jamacaru,-42.383333,-9.95
Cereus_jamacaru,-39.15,-10.016667
Cereus_jamacaru,-39.083333,-12.533333
Cereus_jamacaru,-39.6046981811523,-13.0303001403809
Cereus_jamacaru,-38.9667015075684,-12.2666997909546
Cereus_jamacaru,-39.6981010437012,-12.7118997573853
Cereus_jamacaru,-39.4618988037109,-11.4121999740601
Cereus_jamacaru,-42.057222,-16.864722
Cereus_jamacaru,-51.9063987731934,-27.4617004394531
Cereus_jamacaru,-40.999472,-13.102389
Cereus_jamacaru,-40.9056015014648,-12.3557996749878
Cereus_jamacaru,-36.5327987670898,-7.39083003997803
Cereus_jamacaru,-38.216667,-5.8
Cereus_jamacaru,-39.907389,-7.297778
Cereus_jamacaru,-37.819972,-6.670139
Cereus_jamacaru,-36.7757987976074,-8.46638965606689
Cereus_jamacaru,-40.0816993713379,-7.88250017166138
Cereus_jamacaru,-34.8810997009277,-8.05389022827148
Cereus_jamacaru,-38.718611,-8.059722
Cereus_jamacaru,-39.366667,-12.5
Cereus_jamacaru,-38.930833,-11.452778
Cereus_jamacaru,-35.5332984924316,-6.69166994094849
Cereus_jamacaru,-36.7131004333496,-6.99666976928711
Cereus_jamacaru,-36.9185981750488,-6.87222003936768
Cereus_jamacaru,-36.3628005981445,-7.05721998214722
Cereus_jamacaru,-44.562778,-17.088889000000002
Cereus_jamacaru,-44.0814018249512,-19.5578002929688
Cereus_jamacaru,-43.7144012451172,-19.1688995361328
Cereus_jamacaru,-39.524444,-7.325556
Cereus_jamacaru,-39.875,-6.87444019317627
Cereus_jamacaru,-39.4094009399414,-7.23416996002197
Cereus_jamacaru,-39.2980995178223,-7.58249998092651
Cereus_jamacaru,-39.273056,-6.273611
Cereus_jamacaru,-35.833333,-8.8
Cereus_jamacaru,-38.793333,-8.114167
Cereus_jamacaru,-35.720278,-8.687
Cereus_jamacaru,-35.843944,-8.381944
Cereus_jamacaru,-38.1492004394531,-9.10527992248535
Cereus_jamacaru,-36.9463996887207,-7.37416982650757
Cereus_jamacaru,-37.7467002868652,-6.34389019012451
Cereus_jamacaru,-38.6500015258789,-6.81699991226196
Cereus_jamacaru,-36.2400016784668,-7.25943994522095
Cereus_jamacaru,-39.4632987976074,-8.55333042144775
Cereus_jamacaru,-38.9716987609863,-7.92555999755859
Cereus_jamacaru,-36.1535987854004,-6.48361015319824
Cereus_jamacaru,-37.801700592041,-6.77027988433838
Cereus_jamacaru,-36.8800010681152,-7.67166996002197
Cereus_jamacaru,-36.7310981750488,-7.07444000244141
Cereus_jamacaru,-38.1528015136719,-7.82082986831665
Cereus_jamacaru,-35.4021987915039,-6.61667013168335
Cereus_jamacaru,-38.1622009277344,-6.94055986404419
Cereus_jamacaru,-34.8731002807617,-7.94083023071289
Cereus_jamacaru,-34.9063987731934,-7.83416986465454
Cereus_jamacaru,-40.166667,-14
Cereus_jamacaru,-39.603889,-14.7025
Cereus_jamacaru,-39.501389,-12.408333
Cereus_jamacaru,-40.0835990905762,-13.8575000762939
Cereus_jamacaru,-43.932201385498,-14.7558002471924
Cereus_jamacaru,-35.8950004577637,-9.710280418396
Cereus_jamacaru,-43.463056,-15.709167
Cereus_jamacaru,-41.883333,-9.45
Cereus_jamacaru,-40.807778,-9.390556
Cereus_jamacaru,-40.283333,-9.283333
Cereus_jamacaru,-40.563889,-11.36
Cereus_jamacaru,-43.133333,-11.083333
Cereus_jamacaru,-39.383333,-11.8
Cereus_jamacaru,-41.822778,-11.406111
Cereus_jamacaru,-36.6293983459473,-6.94193983078003
Cereus_jamacaru,-35.375,-5.883333
Cereus_jamacaru,-37.1231002807617,-9.11139011383057
Cereus_jamacaru,-35.9761009216309,-8.28332996368408
Cereus_jamacaru,-35.972778,-7.285556
Cereus_jamacaru,-38.321111,-7.983333
Cereus_jamacaru,-36.3956,-8.3319
Cereus_jamacaru,-36.043056,-8.448056
Cereus_jamacaru,-38.6741981506348,-6.92693996429443
Cereus_jamacaru,-37.3513984680176,-7.26694011688232
Cereus_jamacaru,-35.5400009155273,-6.75500011444092
Cereus_jamacaru,-38.4122009277344,-6.51833009719849
Cereus_jamacaru,-37.6431007385254,-8.08749961853027
Cereus_jamacaru,-35.0182991027832,-8.00222015380859
Cereus_jamacaru,-42.3015,-10.0012
Cereus_jamacaru,-37.083056,-9.9675
Cereus_jamacaru,-41.118889,-13.921667
Cereus_jamacaru,-37.42,-10.103611
Cereus_jamacaru,-40.322806,-8.247861
Cereus_jamacaru,-42.472361,-8.763333
Cereus_jamacaru,-40.558361,-9.328944
Cereus_jamacaru,-42.961111,-14.016389
Cereus_jamacaru,-35.959972,-5.753333
Cereus_jamacaru,-41.860278,-12.752222
Cereus_jamacaru,-40.261111,-14.358611
Cereus_jamacaru,-39.315299987793,-7.21305990219116
Cereus_jamacaru,-37.198299407959,-10.2266998291016
Cereus_jamacaru,-37.684398651123,-9.80500030517578
Cereus_jamacaru,-35.6916999816895,-6.96332979202271
Cereus_jamacaru,-35.8572006225586,-7.02299976348877
Cereus_jamacaru,-35.3325004577637,-7.32860994338989
Cereus_jamacaru,-38,-9.309167
Cereus_jamacaru,-51.1472015380859,-29.7602996826172
Cereus_jamacaru,-50.144401550293,-26.3703002929688
Cereus_jamacaru,-49.67919921875,-28.9260997772217
Cereus_jamacaru,-38.986667,-12.590833
Cereus_jamacaru,-36.370056,-10.373194
Cereus_jamacaru,-48.2771987915039,-18.9186000823975
Cereus_jamacaru,-47.45135,-0.772725
Cereus_jamacaru,-36.107238,-9.049459
Cereus_jamacaru,-41.527467,-2.91277
Cereus_jamacaru,-36.880358,-6.425133
Cereus_jamacaru,-35.785889,-8.195941
Cereus_jamacaru,-38.958064,-6.680332
Cereus_jamacaru,-38.46058,-6.046457
Cereus_jamacaru,-37.045833,-6.165
Cereus_jamacaru,-35.403333,-5.243889
Cereus_jamacaru,-40.079782,-7.087227
Cereus_jamacaru,-37.695362,-4.533525
Cereus_jamacaru,-42.788729,-5.08757
Cereus_jamacaru,-36.824369,-7.210182
Cereus_jamacaru,-37.079944,-6.427974
Cereus_jamacaru,-40.91,-8.8
Cereus_jamacaru,-37.254235,-8.577366
Cereus_jamacaru,-36.287779,-7.490498
Cereus_jamacaru,-39.11205,-6.2837
Cereus_jamacaru,-35.346389,-6.048889
Cereus_jamacaru,-43.376944,-18.297778
Cereus_jamacaru,-37.250833,-6.595833
Cereus_jamacaru,-35.201111,-5.842778
Cereus_jamacaru,-39.258186,-6.39582
Cereus_jamacaru,-36.7396,-9.6701
Cereus_jamacaru,-35.845278,-5.543056
Cereus_jamacaru,-41.010111,-12.453833
Cereus_jamacaru,-37.165833,-6.706389
Cereus_jamacaru,-39.126488,-12.787571
Cereus_jamacaru,-35.305157,-5.70183
Cereus_jamacaru,-38.490322,-6.168536
Cereus_jamacaru,-38.484025,-7.525721
Cereus_jamacaru,-38.399807,-3.848056
Cereus_jamacaru,-38.999299,-11.666527
Cereus_jamacaru,-41.455708,-11.303056
Cereus_jamacaru,-35.639983,-6.830183
Cereus_jamacaru,-35.901983,-6.89075
Cereus_jamacaru,-40.331667,-9.071111
Cereus_jamacaru,-36.72,-9.54
Cereus_jamacaru,-35.396944,-5.375833
Cereus_jamacaru,-35.816389,-5.592222
Cereus_jamacaru,-43.150556,-22.201389
Cereus_jamacaru,-44.385833,-15.502778
Cereus_jamacaru,-41.218056,-11.596389
Cereus_jamacaru,-35.661111,-6.445833
Cereus_jamacaru,-35.523889,-6.513611
Cereus_jamacaru,-39.514722,-12.762778
Cereus_jamacaru,-47.171944,-15.6675
Cereus_jamacaru,-46.561111,-13.834722
Cereus_jamacaru,-35.993611,-8.381111
Cereus_jamacaru,-37.825833,-5.59
Cereus_jamacaru,-37.645278,-10.879722
Cereus_jamacaru,-37.384167,-10.524722
Cereus_jamacaru,-35.94448,-8.45551
Cereus_jamacaru,-38.484364,-7.426159
Cereus_jamacaru,-37.045833,-9.580278
Cereus_jamacaru,-35.639722,-6.12
Cereus_jamacaru,-39.538611,-7.426944
Cereus_jamacaru,-38.608333,-7.1525
Cereus_jamacaru,-39.638889,-7.628056
Cereus_jamacaru,-37.251111,-10.061389
Cereus_jamacaru,-38.57523,-3.740759
Cereus_jamacaru,-35.77344,-8.345517
Cereus_jamacaru,-35.166944,-5.971389
Cereus_jamacaru,-37.893056,-6.085278
Cereus_jamacaru,-38.535278,-7.036944
Cereus_jamacaru,-39.4,-8.480278
Cereus_jamacaru,-39.124722,-8.099722
Cereus_jamacaru,-39.188333,-8.104444
Cereus_jamacaru,-42.565556,-8.771389
Cereus_jamacaru,-39.808333,-7.9625
Cereus_jamacaru,-37.234444,-8.526667
Cereus_jamacaru,-38.597222,-8.995556
Cereus_jamacaru,-38.963056,-8.718333
Cereus_jamacaru,-38.751944,-8.250278
Cereus_jamacaru,-38.981944,-7.690833
Cereus_jamacaru,-39.223056,-8.145833
Cereus_jamacaru,-38.283889,-8.698056
Cereus_jamacaru,-37.355556,-10.0975
Cereus_jamacaru,-38.890833,-7.339722
Cereus_jamacaru,-41.583889,-13.474722
Cereus_jamacaru,-37.224722,-7.990278
Cereus_jamacaru,-38.69,-8.756389
Cereus_jamacaru,-39.078056,-7.925278
Cereus_jamacaru,-37.303889,-8.034444
Cereus_jamacaru,-37.698611,-8.248056
Cereus_jamacaru,-38.22158,-8.96186
Cereus_jamacaru,-41.350278,-9.998333
Melocactus_bahiensis,-36.888889,-7.466389
Melocactus_bahiensis,-36.879167,-8.575
Melocactus_bahiensis,-38.228333,-9.088056
Melocactus_bahiensis,-38.9455986022949,-7.31333017349243
Melocactus_bahiensis,-36.0442008972168,-7.90305995941162
Melocactus_bahiensis,-38.1016998291016,-7.83805990219116
Melocactus_bahiensis,-36.2047004699707,-7.95749998092651
Melocactus_bahiensis,-36.107778,-8.200278
Melocactus_bahiensis,-35.2094,-5.795
Melocactus_bahiensis,-41.9,-13.533333
Melocactus_bahiensis,-41.633333,-13.55
Melocactus_bahiensis,-42.733333,-11.116667
Melocactus_bahiensis,-39.3328018188477,-10.4378004074097
Melocactus_bahiensis,-38.9749984741211,-11.9582996368408
Melocactus_bahiensis,-36.601111,-8.445278
Melocactus_bahiensis,-39.336944,-11.802778
Melocactus_bahiensis,-41.104167,-14.22
Melocactus_bahiensis,-40.484167,-12.309722
Melocactus_bahiensis,-37.216667,-8.566667
Melocactus_bahiensis,-37.409444,-10.030556
Melocactus_bahiensis,-35.8375,-8.334722
Melocactus_bahiensis,-42.538333,-14.350556
Melocactus_bahiensis,-37.1231002807617,-9.11139011383057
Melocactus_bahiensis,-35.9761009216309,-8.28332996368408
Melocactus_bahiensis,-41.833333,-13.633333
Melocactus_bahiensis,-37.7566986083984,-9.62360954284668
Melocactus_bahiensis,-37.8339004516602,-9.50193977355957
Melocactus_bahiensis,-36.059398651123,-8.48972034454346
Melocactus_bahiensis,-38.2983016967773,-7.99194002151489
Melocactus_bahiensis,-37.35261,-10.41367
Melocactus_bahiensis,-42.098056,-15.034722
Melocactus_bahiensis,-41.904444,-15.070278
Melocactus_bahiensis,-35.6916999816895,-6.96332979202271
Melocactus_bahiensis,-35.8572006225586,-7.02299976348877
Melocactus_bahiensis,-36.6389007568359,-6.43556022644043
Melocactus_bahiensis,-37.855928,-7.933425
Melocactus_bahiensis,-42.930278,-16.598611
Melocactus_bahiensis,-39.015821,-9.944929
Melocactus_bahiensis,-36.290956,-8.318133
Melocactus_bahiensis,-35.94448,-8.45551
Melocactus_bahiensis,-39.35,-13.9
Melocactus_bahiensis,-37.305917,-8.460854
Myracrodruon_urundeuva,-39.473,-8.473444
Myracrodruon_urundeuva,-39.037167,-7.875167
Myracrodruon_urundeuva,-41.696722,-3.198611
Myracrodruon_urundeuva,-41.804028,-3.354
Myracrodruon_urundeuva,-41.6441993713379,-3.19082999229431
Myracrodruon_urundeuva,-41.7811012268066,-4.13166999816895
Myracrodruon_urundeuva,-41.8960990905762,-3.41750001907349
Myracrodruon_urundeuva,-41.5574989318848,-3.47194004058838
Myracrodruon_urundeuva,-41.6669006347656,-2.87916994094849
Myracrodruon_urundeuva,-41.7766990661621,-2.90472006797791
Myracrodruon_urundeuva,-41.4668998718262,-7.07694005966187
Myracrodruon_urundeuva,-41.705556,-3.371667
Myracrodruon_urundeuva,-42.067222,-4.854444
Myracrodruon_urundeuva,-42.778611,-6.364722
Myracrodruon_urundeuva,-38.1305999755859,-5.24666976928711
Myracrodruon_urundeuva,-48.1596984863281,-17.7219009399414
Myracrodruon_urundeuva,-43.3560981750488,-4.85889005661011
Myracrodruon_urundeuva,-41.0393981933594,-5.86556005477905
Myracrodruon_urundeuva,-41.3224983215332,-6.94250011444092
Myracrodruon_urundeuva,-42.9444007873535,-8.10999965667725
Myracrodruon_urundeuva,-44.4108009338379,-9.00693988800049
Myracrodruon_urundeuva,-41.817798614502,-4.77111005783081
Myracrodruon_urundeuva,-42.6077995300293,-5.56416988372803
Myracrodruon_urundeuva,-41.3431015014648,-6.81666994094849
Myracrodruon_urundeuva,-41.4752998352051,-6.87166976928711
Myracrodruon_urundeuva,-42.6994018554688,-9.01527976989746
Myracrodruon_urundeuva,-41.7332992553711,-4.91388988494873
Myracrodruon_urundeuva,-42.8018989562988,-5.08916997909546
Myracrodruon_urundeuva,-37.3442001342773,-5.1875
Myracrodruon_urundeuva,-43.1389,-9.48333
Myracrodruon_urundeuva,-41.953611,-13.331111
Myracrodruon_urundeuva,-42.299722,-9.423333
Myracrodruon_urundeuva,-47.720969,-23.385875
Myracrodruon_urundeuva,-39.175,-12.731389
Myracrodruon_urundeuva,-48.151389,-13.393889
Myracrodruon_urundeuva,-46.752778,-13.656667
Myracrodruon_urundeuva,-46.498056,-18.978611
Myracrodruon_urundeuva,-48.191389,-20.618333
Myracrodruon_urundeuva,-41.483333,-14.166667
Myracrodruon_urundeuva,-49.516667,-19.916667
Myracrodruon_urundeuva,-40.9211006164551,-3.85443997383118
Myracrodruon_urundeuva,-51.926399230957,-18.9652996063232
Myracrodruon_urundeuva,-56.0966987609863,-15.5960998535156
Myracrodruon_urundeuva,-43.937801361084,-19.9207992553711
Myracrodruon_urundeuva,-48.1199989318848,-22.2800006866455
Myracrodruon_urundeuva,-51.2000007629395,-21.0200004577637
Myracrodruon_urundeuva,-51.3400001525879,-20.4300003051758
Myracrodruon_urundeuva,-48.3199996948242,-21.25
Myracrodruon_urundeuva,-50.189998626709,-20.1399993896484
Myracrodruon_urundeuva,-47.4700012207031,-20.25
Myracrodruon_urundeuva,-47.4199981689453,-21.9899997711182
Myracrodruon_urundeuva,-49.5699996948242,-21.4599990844727
Myracrodruon_urundeuva,-51.0247001647949,-20.5013999938965
Myracrodruon_urundeuva,-49.6399993896484,-20.6200008392334
Myracrodruon_urundeuva,-37.4202995300293,-10.2182998657227
Myracrodruon_urundeuva,-38.228056,-6.759444
Myracrodruon_urundeuva,-36.823333,-7.888889
Myracrodruon_urundeuva,-35.741755,-6.971994
Myracrodruon_urundeuva,-36.879722,-7.480278
Myracrodruon_urundeuva,-36.272222,-7.390833
Myracrodruon_urundeuva,-35.482493,-6.817508
Myracrodruon_urundeuva,-36.489444,-7.246944
Myracrodruon_urundeuva,-37.376111,-7.251944
Myracrodruon_urundeuva,-36.629167,-6.941944
Myracrodruon_urundeuva,-38.31608,-6.830256
Myracrodruon_urundeuva,-38.455278,-6.988056
Myracrodruon_urundeuva,-41.533333,-13.85
Myracrodruon_urundeuva,-35.81894,-6.659963
Myracrodruon_urundeuva,-35.685005,-7.019993
Myracrodruon_urundeuva,-35.999999,-6.83999
Myracrodruon_urundeuva,-36.179996,-6.479963
Myracrodruon_urundeuva,-35.504984,-6.750016
Myracrodruon_urundeuva,-38.7192001342773,-6.78972005844116
Myracrodruon_urundeuva,-37.92919921875,-7.19806003570557
Myracrodruon_urundeuva,-37.801700592041,-6.77027988433838
Myracrodruon_urundeuva,-37.4453010559082,-7.03888988494873
Myracrodruon_urundeuva,-38.1622009277344,-6.94055986404419
Myracrodruon_urundeuva,-37.3258018493652,-6.84721994400024
Myracrodruon_urundeuva,-38.5018997192383,-7.12056016921997
Myracrodruon_urundeuva,-36.4021987915039,-6.93416976928711
Myracrodruon_urundeuva,-36.8800010681152,-7.67166996002197
Myracrodruon_urundeuva,-36.5327987670898,-7.39083003997803
Myracrodruon_urundeuva,-36.0271987915039,-7.42027997970581
Myracrodruon_urundeuva,-37.987222,-9.698889
Myracrodruon_urundeuva,-35.922222,-8.238333
Myracrodruon_urundeuva,-34.950278,-8.012778
Myracrodruon_urundeuva,-36.092944,-8.587083
Myracrodruon_urundeuva,-41.005,-8.515278
Myracrodruon_urundeuva,-38.219444,-7.931111
Myracrodruon_urundeuva,-37.3575,-7.610833
Myracrodruon_urundeuva,-37.414722,-7.621667
Myracrodruon_urundeuva,-37.94580078125,-7.01444005966187
Myracrodruon_urundeuva,-37.1557998657227,-8.62306022644043
Myracrodruon_urundeuva,-37.6431007385254,-8.08749961853027
Myracrodruon_urundeuva,-36.059398651123,-8.48972034454346
Myracrodruon_urundeuva,-42.0814018249512,-9.62166976928711
Myracrodruon_urundeuva,-37.7893981933594,-9.65999984741211
Myracrodruon_urundeuva,-41.1561012268066,-11.5500001907349
Myracrodruon_urundeuva,-43.6927777,-22.7663889
Myracrodruon_urundeuva,-49.283714,-25.448858
Myracrodruon_urundeuva,-40.428889,-17.952778
Myracrodruon_urundeuva,-42.5475,-14.687778
Myracrodruon_urundeuva,-57.435833,-18.263611
Myracrodruon_urundeuva,-41.6652984619141,-14.2035999298096
Myracrodruon_urundeuva,-47.0503005981445,-14.4485998153687
Myracrodruon_urundeuva,-41.0410995483398,-13.7628002166748
Myracrodruon_urundeuva,-43.7106018066406,-16.3243999481201
Myracrodruon_urundeuva,-47.85,-15.866667
Myracrodruon_urundeuva,-47.5625,-15.4375
Myracrodruon_urundeuva,-47.178889,-16.187222
Myracrodruon_urundeuva,-50.904722,-20.224722
Myracrodruon_urundeuva,-43.8419444,-16.6836111
Myracrodruon_urundeuva,-43.8616981506348,-16.7350006103516
Myracrodruon_urundeuva,-47.75,-15.533333
Myracrodruon_urundeuva,-45.649722,-20.387222
Myracrodruon_urundeuva,-43.089167,-9.483611
Myracrodruon_urundeuva,-39.766667,-12.7
Myracrodruon_urundeuva,-57.6789016723633,-16.0706005096436
Myracrodruon_urundeuva,-49.2900009155273,-20.6000003814697
Myracrodruon_urundeuva,-43.8897018432617,-19.6271991729736
Myracrodruon_urundeuva,-44.3897018432617,-19.4911003112793
Myracrodruon_urundeuva,-46.792222,-13.212777
Myracrodruon_urundeuva,-46.66667,-14
Myracrodruon_urundeuva,-47.88,-7.56
Myracrodruon_urundeuva,-48.6,-18.18
Myracrodruon_urundeuva,-48.966666,-14.433333
Myracrodruon_urundeuva,-41.5,-13.5
Myracrodruon_urundeuva,-46.48667,-14.06722
Myracrodruon_urundeuva,-48.797222,-14.30722
Myracrodruon_urundeuva,-48.254166,-12.7475
Myracrodruon_urundeuva,-48.215,-13.163888
Myracrodruon_urundeuva,-48.204722,-12.774444
Myracrodruon_urundeuva,-48.173888,-12.942777
Myracrodruon_urundeuva,-47.486666,-7.2952777
Myracrodruon_urundeuva,-47.741111,-7.2052777
Myracrodruon_urundeuva,-47.32472,-16.22028
Myracrodruon_urundeuva,-48.178333,-16.236388
Myracrodruon_urundeuva,-47.57,-12.86556
Myracrodruon_urundeuva,-48.525555,-17.769166
Myracrodruon_urundeuva,-49.3386001586914,-14.1955995559692
Myracrodruon_urundeuva,-48.625,-17.74169921875
Myracrodruon_urundeuva,-46.7717018127441,-13.0367002487183
Myracrodruon_urundeuva,-47.9502983093262,-16.2525005340576
Myracrodruon_urundeuva,-49.0993995666504,-17.7311000823975
Myracrodruon_urundeuva,-46.3694000244141,-14.0930995941162
Myracrodruon_urundeuva,-46.3182983398438,-13.3983001708984
Myracrodruon_urundeuva,-45.3438987731934,-9.83166980743408
Myracrodruon_urundeuva,-48.901072,-21.220292
Myracrodruon_urundeuva,-46.9422,-22.3722
Myracrodruon_urundeuva,-50.057667,-20.4575
Myracrodruon_urundeuva,-49.3163889,-20.7080556
Myracrodruon_urundeuva,-47.855036,-21.167567
Myracrodruon_urundeuva,-47.300531,-21.275944
Myracrodruon_urundeuva,-47.335422,-21.096792
Myracrodruon_urundeuva,-40.4986000061035,-9.41166973114014
Myracrodruon_urundeuva,-40.0816993713379,-7.88250017166138
Myracrodruon_urundeuva,-49.3925,-21.860278
Myracrodruon_urundeuva,-43.869444,-9.486111
Myracrodruon_urundeuva,-43.011100769043,-9.51556015014648
Myracrodruon_urundeuva,-41.5924987792969,-13.5166997909546
Myracrodruon_urundeuva,-39.1192016601562,-8.07417011260986
Myracrodruon_urundeuva,-49.3800010681152,-20.0300006866455
Myracrodruon_urundeuva,-49.4217,-17.6745
Myracrodruon_urundeuva,-52.666667,-16.45
Myracrodruon_urundeuva,-45,-13
Myracrodruon_urundeuva,-45.00175,-11.699983
Myracrodruon_urundeuva,-43.920017,-8.944347
Myracrodruon_urundeuva,-45.666667,-7.383333
Myracrodruon_urundeuva,-46.44,-6.119722
Myracrodruon_urundeuva,-44.640439,-5.400165
Myracrodruon_urundeuva,-47.969722,-15.406667
Myracrodruon_urundeuva,-50.833333,-17.25
Myracrodruon_urundeuva,-47.217611,-13.593194
